Heading,Publisher,Date,Body
"Anonymous donors 'run' political parties in India, Congress tops the list",TNN,"Updated: Sep 10, 2012, 17:29 IST","LUCKNOW: The major source of the income of political parties in India is through donations and voluntary contributions. However, majority donations comes from undisclosed contributors.  According to the study conducted by the Association of Democratic Reforms (ADR), an umbrella body of non-governmental organizations working across the country for transparency in political and electoral system, the top five political parties with the highest total income between financial year (FY) 2004-05 and FY 2010-11 (last 7 years) are the Congress with Rs 2008 crore followed by Bhartiya Janta Party (BJP) with Rs 994 crore, Bahujan Samaj Party (BSP) - Rs 484 crore, Communist Party Marxist (CPM) - Rs 417 crore and Samajwadi Party (SP) - Rs 279 crore.  However, between 80-90% of the income of these political parties is through donations from unnamed sources. According to rules, it is mandatory for the political parties to provide names of the contributors who donate above Rs 20,000. But figures available show that """"named sources of income"""" form a very small percentage of total income of the parties.  Sample this: Of the national parties for FY 2009-2010 and FY 2010-2011, BJP's donations from named donors amounted to 22.76% of the total income. The congress has shown a mere 11.89% of their income from named contributions, followed by Nationalist Congress Party (NCP) with 4.64% and CPM - 1.29%.  Significantly, the BSP has declared that it has not received any donations above Rs 20,000 in FY 2009-2010 and FY 2010-2011 even though its total income for the two years is Rs 172.67 crore. This means that all the donations were below Rs 20,000 and were from 'anonymous' sources. The CPI has shown 57.02% of total Income from donations above Rs 20,000.  The ADR conducted the study on the basis of facts and figures collected through queries filed with the Election Commission of India and the Income Tax authorities across the country under the Right to Information Act. The ADR analyzed the information and prepared the reports of six national parties and 36 regional parties.  According to the section 29-C of the Representation of People Act 1951 says that it is mandatory for political parties to submit details of contributions and donations received in excess Rs. 20,000 every year to the Election Commission of India. Any political party which fails to submit the donation reports every year is not entitled to any tax relief under the provisions of Income Tax Act and Companies' Act. The political parties are not eligible to accept any contributions from any foreign source.  The study also reveals that of the total regional parties analyzed for FY 2009-2010 and 2010-2011, Telangana Rashtra Samiti (TRS) has 99.98% of its income coming from donations followed by Janata Dal (United) with 95.96% and Lok Janshakti Party with 89.88%. Rashtriya Janata Dal - 56.13% and Telugu Desham Party - 37% derive maximum income from donations above Rs 20,000. The BJP had the maximum number of donors donating above Rs 20,000 for FY 2009-2010 (279) and FY 2010-2011 (502) while for Congress it was 226 in 2009-2010 and 417 in 2010-2011.  Several Electoral Trusts also make contributions to political parties. They include trusts like the General Electoral Trust, the Public and Political Awareness Trust, Bharti Electoral Trust, Electoral Trust, Harmony Electoral Trust, Satya Electoral Trust, Chowgule Charitable Trust and the Corporate Electoral Trust.  The trust which has made the maximum contributions to the political parties is the General Electoral Trust with contributions of Rs 36.46 crore to the Congress between FY 2003-04 and 2010-11 and Rs 26.07 crore to the BJP during the same time.  Similarly, Bharti Electoral Trust made a contribution of Rs 11 crore to the Congress during FY 2008-09 and Rs 6.10 crore to the BJP during the same period.  The Public and Political awareness Trust made an overall contribution of Rs 9.5 crores to BJP during the FYs 2003-04 and 2004-05.  The Electoral trust made contributions amounting to Rs 9.96 crore to the Congress in FY 2004-05 and FY 2009-10, Rs 6.82 crore to the BJP in FY 2004-05 and 2009-10, Rs 0.30 crore to the JD(U) in 2009-10, Rs 1.58 crore to the SP in FY 2004-05 and 2009-10.  Harmony Electoral Trust made a contribution of Rs 2.00 Cr to INC and Rs 1.50 Cr to BJP during the FY 2009-10 while Satya Electoral Trust had made donations amounting to Rs 2.00 Cr to INC and Rs 1.00 Cr to NCP during the FY 2009-10.  Several companies and corporates have also donated money to the political parties between the FYs 2003-04 and 2010-11. Some of the companies are Torrent Power Limited, Asianet TV Holding private limited, Sterlite Industries, ITC Limited, Videocon Industries Limited, Larsen & Tubro Limited, Infrastructure Development and Consultant (I) (P) Limited and Russel Credit Limited.  The top ten companies which made the maximum contributions are the Torrent Power Limited donating Rs 14.15 crore to the Congress during the FYs 2003-04, 2007-08, 2009-10 and 2010-11 and Rs 13.00 crore to the BJP during the FYs 2007-08 to 2010-11.  Asianet V Holding Private Limited donated Rs 10 crore to the BJP during the FY 2009-10 and Rs 2.50 crore to the Congress during the FY 2009-10.  Sterlite Industries, a subsidiary of the Vedanta Group, donated Rs six crore to the Congress during FY 2004-05 and FY 2009-10, while The Madras Aluminium Company Limited, also a subsidiary of the Vedanta Group had contributed Rs 3.50 crore to the BJP.  Southern Engineering Works (SEW) Constructions, SEW Infrastructure and Videocon Industries are other major donors who contributed to the Congress BJP, CPI and NCP. The ITC is also a major donor making contributions to SP (Rs 78 lakhs), AIADMK (Rs 55 lakhs) and to RJD (Rs 33 lakhs) between FY 2003-04 and FY 2010-11.  As per ECI records, only 5 regional/state parties have regularly filed their contribution reports from FY 2004-2005 till FY 2010-2011. These are Samajwadi Party, AIADMK, Janata Dal (United), Shiv Sena and Telugu Desham Party.  Around 18 regional/state parties have never filed their contribution reports to the Election Commission from FY 2004-2005 till FY 2010-2011. Many of these defaulting political parties who have not filed their contribution reports for the mentioned time period are ruling parties/major opposition parties in their respective states. Some of these parties are National Conference, All India Trinamool Congress and Indian National Lok Dal among others.  Several major regional/state parties who have not filed their contribution reports regularly with the ECI. These include Shiromani Akali Dal, DMK, Rashtriya Janata Dal, Lok Janshakti Party, Janata Dal Secular, Biju Janata Dal, Telangana Rashtra Samiti and Sikkim Democratic Front. Laws relating to donations to the political parties According to ADR, the section 29C of the Representation of People Act, 1951 states that the political parties are required to submit contribution details received in excess of Rs 20,000 from any individual or a company. This section has been interpreted by the political parties as to include every single donation made only above Rs 20,000 by any person at one time. However, as per the provisions of this section, it must also include in it, multiple donations made by the same person, entity or company aggregating to Rs 20,000 or above during the said financial year.  In addition to this, the coupon system adopted by Political Parties makes it difficult to establish the identity of the donor since coupons are issued in lieu of receipts and transactions are made in cash. This implies that a lot of cash donations received remain unaccounted for in the books of accounts since only those amounts for which a receipt has been issued would be accounted for. These donation coupons are ostensibly below Rs 20,000 though these may aggregate to be more than Rs 20,000.  ADR demands the following steps to be taken to ensure accountability of the political parties and reduce corruption in running political parties and electoral politics.  * As several large donations have also been made in cash, ECI should issue directive to political parties to accept donations above Rs 20,000 only through cheques * Provisions of the RPA relating to filing of contribution reports by parties should be strictly followed.  * Parties who fail to abide by the provisions of the Act must not be allowed to avail tax relief under the Income Tax Act.  * Section 29C of RPA must include all donations made by any individual or company amounting to over Rs 20,000 during the said financial year and not only single donations made over Rs 20,000.  * There should be a strict mechanism for donations received in cash through sale of coupons.  * Investigate the role of corporate and foreign entities in setting up of electoral trusts for making donations to political parties.  * More transparency s needed in the functioning of Electoral Trusts.  * Political Parties must be declared as public authorities "
"With summer here, city seems to switch to lighter alcohol",TNN,"Updated: Mar 25, 2012, 02:56 IST","GURGAON: Gurgaon is all set to give Bangalore a tough competition to become the beer hub of India. Adding to the list of already existing microbreweries in the city is the newly launched The Beer Café, India’s first “Pour-Your-Own-Beer (PYOB)” chain offering consumers 50 wildest varieties of beers from across the world.  The café, located at Ambience Mall, brings in a plethora of novelties for the city’s beer connoisseurs. All you need to do is enter the joint and pour your own ice-cold chilled beer directly from taps using your own radio-frequency identification (RFID) activated “beer card” valid across India.  “I want to be like Starbucks of beer in India. Unlike pubs and breweries which have a destination, we are a café that means people can come, enjoy a beer and go all day round,” said Rahul Singh, founder and managing director of the cafe, which was launched on March 17 with a 12-hour beer marathon.  “We have a beer for every week of the year,” he added. Besides a variety of European beers, Asian Laghers, Australia’s Victoria Bitter or Mexico’s range of Corona Beers, the café boasts of a variety of Belgian beers like Stella Artois, Hoegaarden, the original Belgian wheat beer, or abbey beers like Leffe Blonde, Erdinger, one of the best known German beers, and Chimay, the world’s best known trappist beer.  As Gurgaon is turning into a pub city, many entrepreneurs are chipping in their money creatively to lick the froth. There are seven microbreweries operating in Gurgaon at present and a few more are planning to open. Haryana is the first Indian state to have opened its doors to brewpubs, courtesy its new excise policy that allows microbreweries to operate for an additional annual licence fee.  Singh says Gurgaon is all set to be the next beer capital of India with increasing number of beer connoisseurs in the city. “Seventy five per cent of people who visit our pub prefer beer to hard drinks,” said Hemant Nautiyal, general manager of Striker pub & Brewery in Sector 43.  According to Singh, a major factor fuelling the beer culture in Gurgaon is the fact that corporates and youngsters in Gurgaon do not want to get drunk but relax after consuming alcohol.  “Beer is not hard liquor; it is a community drink to be enjoyed with friends or colleagues after work or otherwise. It’s a lighter drink with an alcohol content of not more than 6-7% in strong beers and 2-4% in lighter beers. So one can have two litres of beer and still get drunk,” he explained.  Youngsters also agree with Singh. “After a hard day’s work, I don’t want to be drunk but at the same time I want to de-stress and relax, and my way of doing so is having a quick beer with a colleague or sometimes even alone,” said Varun Joshi, working at an MNC in Gurgaon.  Interestingly, Singh has something to offer for beer lovers who find it difficult to spend money on liquor at the month end.  “One can buy beer bonds. Say when you have enough money at the beginning of the month, you can buy beer bonds and enjoy a drink without having to spend when you are broke,” said Singh. With a huge potential that the city holds for beer business, expansion plans are already on Singh’s mind.  “I will soon be opening two more such beer cafes in the city, one at Cyber Greens and the other at Sohna Road,” he said.  According to Jaswindar S Parmar, senior manager of Rockman’s Beer Island in Ambience Mall, people in and around Gurgaon were earlier not aware of fresh beer but now have gradually started to understand it. “Looking at the sales last year, we realized that beer is no longer just for summers, people enjoy it equally in winters,” he added. "
Hard Kaur makes the alcohol anthem of India with her song Peeney Do,TNN,"Updated: Mar 25, 2012, 02:56 IST",
India urges WHO to set target to reduce alcohol consumption,TNN,"Updated: May 23, 2012, 04:57 IST","TOKYO: India on Tuesday asked the World Health Organization to bring in a voluntary target that would aim to cut down on harmful levels of alcohol consumption across the globe.  Addressing the ongoing World Health Assembly in Geneva, India’s health secretary P K Pradhan said, “This august assembly is going to deliberate voluntary targets for reduction of non-communicable diseases. We would have liked to have reduction in alcohol consumption also as one of the voluntary targets.”  Interestingly, India also proposed a need to think of a “binding protocol, similar to the FCTC to contain abusive consumption of alcohol, and of reducing underage drinking and drunken driving”.  TOI had first reported on April 23 that India would propose such an agreement. In a highly controversial move, the WHO had dropped its plan to set a target for cutting down on alcohol use across the world over the next 13 years.  In January, the WHO set a target to reduce per capita consumption of alcohol globally by 10% and another 10% reduction of heavy episodic drinking by 2025 as part of its global plan to reduce the burden of NCDs.  But an updated set of global targets for NCDs released to member states including India on March 22 strangely had no mention of alcohol. India’s health ministry said “alcohol was let off the hook with the alcohol lobby forcing WHO into deciding against setting reduction targets on its consumption”.  TOI had reported how India was going to ask the WHO to set up a framework for control of alcohol consumption, similar to the existing WHO Framework Convention on Tobacco Control (WHO FCTC). FCTC was the first international treaty negotiated under the auspices of WHO developed in response to the globalization of the tobacco epidemic. It was adopted by the World Health Assembly on May 21, 2003 and entered into force on February 27, 2005. It has since become one of the most rapidly and widely embraced treaties in UN history.  India had earlier said it was surprised that countries weren’t pushing for a cut down on alcohol even when it was clear that 3.2 lakh young people aged 15-29 years die annually from alcohol-related causes, resulting in 9% of all deaths in that age group. WHO had said that “member states expressed serious concern with the adult per capita consumption not being a valid proxy of harmful alcohol consumption”.  Claiming it received “low to no support”, WHO said, “Several countries noted the difficulty of getting an accurate measure of adult per capita consumption given the high level of consumption of duty free/stored/home brewed/black market alcohol. Some member states expressed concern about the implicit difficulties in working with the alcohol industry towards a goal that is counter to their best interests.”  Hazardous and harmful drinking results in 2.5 million deaths each year globally, of these 14% are due to CVD and diabetes.  The average age of alcohol consumption in India has been constantly falling by nearly nine years over the past decade. At present, at an average, Indians take their first sip of alcohol at the age of 19 compared to 28 in the 1990s. Soon, experts say it will reduce to 15 years. The Planning Commission says alcohol consumption is connected to more than 60 types of diseases and injury.  Alcohol is a risk factor for oesophageal cancer, liver cancer, cirrhosis of the liver, homicide, stroke, psychiatric illness and motor vehicle accidents. Around 25% of road accidents in India are alcohol-related, and 20% of accident-related head injury victims seen in emergency rooms of hospitals have consumed alcohol prior to the accident.  In addition, alcohol-related problems account for 17.6% of the case load of psychiatric emergencies. Alcohol use ranges between 25% and 40% in north India and 33% and 50% in south India, with a higher prevalence among the less educated and the poor.  Punjab, Andhra Pradesh, Goa and northeastern states have the highest consumption figures. The prevalence of alcohol is reported to be lowest in Gujarat (7%) and the highest is in the north-eastern state of Arunachal Pradesh (75%). The government spends nearly $5 billion every year to manage the consequences of alcohol use, which is more than its total excise earning – $4.8 billion.  Nearly 62.5 million people in India drink alcohol with the per capita consumption being around four litres per adult per year. For every six men, one woman drinks alcohol in India. "
Alcohol abuse not a social concern: Govt,PTI,"Updated: Aug 9, 2011, 05:08 IST","  NEW DELHI: The government on Monday said there was no ""authentic data to conclusively indicate"" that drug and alcohol abuse has become a major social concern in the country.    ""There is no authentic data to conclusively indicate that drug and alcohol abuse has become a major social concern in the country,"" minister of state for social justice and empowerment D Napoleon told the Lok Sabha.   However, the government is aware of the ""harm"" caused by drinking and other drugs, he said.  Citing a national survey carried out this year by the ministry in collaboration with United Nations office on drugs and crime, Napolean said there were an estimated 62.2 million alcohol users in the country out of which 16.8 per cent were dependent users.  During the survey, 40,697 males within the age group of 12-60 years were interviewed. ""However, looking into the country's population, the sample size is considered very small and therefore, these figures are only indicative,"" he said.  Napoleon said the Ministry was running 122 de-addiction centres in government hospitals under drug de-addiction programme. ""Efforts are also made to generate awareness about the harmful effects of drugs and substance abuse,"" he said.  "
Jyothi Alcoholics Anonymous inaugurated ,TNN,"Oct 5, 2003, 20:48 IST","MANGALORE: The inaugural function of Jyothi Alcoholics Anonymous Group, was held at Balmatta Women''s Juniour College, Near Ambedkar Circle here on Sunday.To help the alcohoics, particularly the members of the alcoholic''s family members a group known as ''Al-Anon'' was also inaugurated simultaneously on this occasion. According to the members of the group, alcoholism, which has very high mortality rate is considered to be the third biggest cause of death in the world. They said that Alcoholics Anonymous (AA) has proven that it is the only successful group that can rehabilitate the suffering alcoholic throughout the world without any medication.According to latest statistics at least 16 people, including the immediate family members of the alcoholic are also effected with mental trauma. They said AA is a fellowship of men and women who share their experience, strength and hope with each other that they may solve their common problem and help others to recover from alcoholism. The only requirement for membership is a desire to stop drinking.There are no dues or fees for AA membership, they are self-supporting through their own contributions. AA is not allied with any sect, denomination, politics, organisation or institution, does not wish to engage in any controversy; neither endorses nor opposes any causes. Their primary purpose is to stay sober and help other alcoholics to achieve sobriety.Therefore, the ultimate purpose of the Jyothi Alcoholics Anonymous Group and Jyothi AI-Anon Group, is to help those who are suffering from this disease and passively because of this disease."
Insurer told to pay Rs60L for denial of foreign mediclaim,TNN,"Updated: Jun 21, 2012, 02:43 IST"," MUMBAI:The Maharashtra State Consumer Disputes Redressal Commission recently directed New India Assurance Company to pay nearly Rs 60 lakh to a Malabar Hill resident for wrongly repudiating her claim on the ground that an ailment she suffered from was caused due to alcohol. The order, say legal practitioners, is significant as it is among the few high amounts awarded by the state body that protects consumer rights.  The commission ordered the insurance company to pay Nina Thackersey Rs 52.07 lakh along with 7% interest from October 2010 and Rs 20,000 towards costs of the complaint. The interest amounts to Rs 7.3 lakh.  Thackersey took an overseas mediclaim policy under the ‘corporate frequent traveller’ category from the insurance company. The maximum cover available under the policy in case of illness was $1,00,000, which at the time was equivalent to Rs 44.4 lakh.  She travelled with her husband Sudhir Thackersey to Zurich, Switzerland, on April 27, 2010. On May 9, she reported constant chest and upper abdominal pain and was taken to a clinic in Zurich for treatment. Tha ckersey was admitted to the intensive care unit and the next day underwent dialysis as her kidneys did not function properly.  In a report, a senior gastroenterology doctor stated that Thackersey had also developed liver failure, causes of which were unknown.  She then underwent several treatments and tests, and for about 19 days was under the observation of senior doctors attached to various departments. She was discharged on May 28, 2010. As Thackersey was told that she should be accompanied by a doctor while travelling back to India, her daughter sent a doctor to Zurich for the purpose.  On her arrival, Thackersey filed her claim. However, nothing came of it for the next few months. Ultimately, on October 20, 2010 she received a letter from the company stating that the diagnosis was that she suffered from ‘alcoholic pancreatitis’ and ‘liver cirrhosis’. Thackersey was further informed that the policy carries a specific exclusion of all medical expenses incurred directly due to alcoholism and her insurance was not payable.  When Thackersey returned to Zurich with her husband on October 28, 2010, for further check-up, the doctors treating her informed her that the assessment by the insurance company was completely false and during the diagnosis, they had been able to exclude both the common causes of pancreatitis, biliary and alcoholic. The doctor also confirmed that the final diagnosis was idiopathic pancreatitis and he ruled out any possibility of liver cirrhosis. He said the denial of coverage was based on false judgment, insufficient medical knowledge and non-existent data and both doctors gave certificates to Thackersey to the effect. Once again, she informed the insurance company about her trip and the certificates given by the doctor and sought the claim. However, the insurance company did not reconsider the case. In 2011, she filed a complaint in the commission.  In its defence, the insurance company reiterated its stand and also submitted a report by a doctor who said that liver failure was an outcome of alcoholic pancreatic and liver cirrhosis. The insurer stated it had handled so many claims and it had become “masters in themselves”, and if the claim would have been sustainable it would not have repudiated the claim.  However, Thackersey submitted an affidavit by Dr Ravindra Bapat, who is renowned in surgical gastroenterology. Dr Bapat said the clinical feature of the attack is not similar to alcohol-induced pancreatitis and fully endorsed the diagnosis of the Zurich-based doctors.  The commission took into consideration Dr Bapat’s report and those of the doctors abroad and said, “We are of the strong view that the opponent (insurance company) had erred in sending a repudiation letter on the ground that the complainant suffered from alcoholic pancreatitis and liver cirrhosis and since ailment was related to alcoholism, the claim was excluded from the scope of the policy coverage.” It held the company guilty of deficiency in service and unfair trade practice."
"14 pilots, 31 cabin crew failed alcohol test this year",PTI,"Updated: May 16, 2012, 22:32 IST","NEW DELHI: Fourteen pilots and 31 cabin crew members have been found reporting for duty under the influence of alcohol till March this year, civil aviation minister Ajit Singh said today.  Of the total 14 pilots and 31 cabin crew who failed the pre-flight breath analyser test, a large number of pilots and cabin crew were of Jet Airways, he said in reply to a question in Lok Sabha. This year between January and March, four pilots and 10 cabin crew of Jet Airways reported for duty under the influence of alcohol. Two pilots and nine cabin crew of IndiGo airlines, three each pilots and cabin crew of Air India, two pilots and three cabin crew of SpiceJet, one pilot and three cabin crew of JetLite and two pilots and a cabin crew of Kingfisher Airlines failed the pre-flight breath analyser test. No pilot of GoAir and Air India Express failed the alcohol test but one cabin crew each of both these airlines were caught reporting for duty at the airport under the influence of alcohol, Singh said in a written reply. Last year in January and March, the number of pilots and cabin crew was four and 21 respectively. Singh said the civil aviation regulator DGCA has amended the relevant civil aviation requirement (CAR) under which strict action will be taken like suspension of licences for three months for first offence and for five years in case they are tested positive during the pre flight medical examination for the second time. For flights originating in India, this regulation requires 100 per cent of flight crew and 100 per cent of cabin crew being subjected to pre flight medical check. "
Notice to mariners,TNN,"Updated: Feb 9, 2012, 06:37 IST"," The captain of ports has notified that the central marine fisheries research institute, Mangalore and Research centre, Bolar Mangalore, will conduct survey works on ""Flow of matter through tropic levels and biogeochemical cycles in the marine and estuarine ecosystem,"" in Mandovi and Zuari estuaries from February 22 to 25. During the above survey, a fishing boat called 'Baba Stephen', displaying a red flag during the day and a red flashing light during night will be deployed. Vessels plying in river Mandovi and Zuari have been advised to keep a sharp lookout, go slow and if necessary stop at a safe distance so as not to cause any hindrance during the above period. Meet on investor education held: A two-day SEBI-OECD international conference on investor education concluded in Goa recently. The theme of the conference was ""Towards a more inclusive financial world"". The conference was attended by nearly 200 delegates from 45 countries. The conference discussed the issues of financial inclusion and investor education through panel discussions, sessions and workshops. Narayan Naik remembered: A programme to commemorate the third death anniversary of late Narayan Naik was recently organized by the India Against Corruption and Peoples Forum at hotel Manoshanti. Professor Vishram Gupte was keynote speaker whereas Claude Alvares presided over the function. Other dignitaries present were Dinesh Vaghela, veteran freedom fighter and ex-DGP of Goa Prabhakar Sinari and Vasanti Naik, wife of late Narayan Naik. Claude Alvares presided over the function. Professor Gupte delivered a lecture on 'Rebuilding the republic.' 'Alcoholism is a disease' : A state-level seminar on alcoholism held recently at Clergy home, Margao, has concluded that alcoholism is a disease. The participants were doctors, nurses, members of NGOs and Alcoholic Anonymous members. The theme of the seminar, organized by Diocesan Family Service Centre in collaboration with St Luke's medical guild, was ""Alcoholism: Health Scares and Care"". The exponents of the theme were Roque Wiseman Pinto, Rajesh Patil, Roshan Nazareth. Power shutdown Panaji (Feb 9): Between 9am and 4pm: Areas to be affected are Navelkar Trade Centre, Cafe real, Godinho restaurant, Aroma hotel, Bhonsle hotel, Mahatme school, Cafe Puna, Neptune hotel, government primary school and surrounding areas. Caranzalem (Feb 9): Between 9am and 2pm. Areas to be affected are Cawmpo Verde, Sapana Sea Mist, Sabnis Monarch, Kerant and surrounding areas."
"Sri Sri supports Team Anna, asks politicians to introspect",TNN,"Updated: Nov 7, 2011, 20:49 IST","LUCKNOW: Spiritual guru Sri Sri Ravishankar on Sunday gave clean chit to anti-graft crusader Anna Hazare and his Team from the charges of corruption,impropriety and having hidden agenda leveled against them by a section of politicians and media. He said that both Anna and his team members have dedicated theselves to the service of country and have today emerged as role models for the youth.  He also advised politicians to introspect as to why people have lost faith in them and are looking up at spiritual gurus and civil society for solution of their problems and grievances.  ""Had Anna and his Team members been corrupt, I would have not been supporting them,"" he said while addressing media-persons in Jaunpur, where he arrived to rousing welcome on Monday evening for a four day tour of UP, in which he will hold satsang at various places. After Jaunpur on Monday, he will holding satsang in Sonebhadra on November 8, Mirzapur on November 9, Sultanpur on November 10 and Kanpur on November 11. He would be administering oath to nearly one lakh people, asking them not to give or take bribe and shun all kinds of corruption and social evils during the trip.  Ravishankar reiterated that purpose of UP tour is to help people realize that they can change the corrupt system by changing themselves. He said that people in the country are in a state of despair and depression after seeing scams and dishonesty all around. ""My aim is to rekindle hope in their hearts and motivate them to work for the common good of the country,"" he said. ""On the issue of corruption, we all - be it Anna, Baba Ramdev or everyone including politicians fighting against the menace - are one"", he added.  Ravishankar said that he will request all political parties and politicians to treat politics as service and not as business. He said today country need reforms at all levels, from personal to social and from economics to politics. He said that politicians alone cannot be blamed for corruption. ""Every person will have to kill the corrupt within,"" he said. Every political party, he added, has good and bad people, hence we cannot single out one particular party responsible for corruption.  Ravishankar's yatra assumes importance in the light of Congress general secretary Digvijay Singh's statement that RSS has put up Sri Sri Ravin Shankar after its plan A (Baba Ramdev's campaign against corruption) and plan B (Anna Hazare's anti-corruption campaign) failed. Singh also said that he will be keeping a close watch on the moves of Sri Sri Ravishankar, what he says, whom he meets and who attend his satsangs.  Not only Digvijay Singh,even SP leader Azam Khan,also remarked sarcastically at Sri Sri's UP tour: ""BJP is using 'babas' to tap public sentiments against corruption under Mayawati rule in the state and Congress government at the centre for gains in upcoming elections After after Baba Ramdev and Baba Anna, now another Baba (Sri Sri Ravishankar) with long curly hairs has arrived in UP for anti-corruption yatra.""  The spiritual guru appeared uncomfortable when journalists repeatedly asked him queries related to statements made against him and his UP tour by Digvijay Singh and Azam Khan. Without taking names, he made it clear several times that he did not to be dragged into controversies created by politicians. However, when media-persons did not relent, he said ""Those for those who are attaching political agenda with my satsangs, he can only wish that the God will give them some good sense.""  Reacting to Digvijay Singh's comment that he is watching every move of the spiritual guru during his UP tour, Ravishankar, without naming Singh, said ""I have no problem with people watching my activities and that of those coming for satsang"". However, he politely added ""Every political party has honest and corrupt, hence it would be better if honest keep an eye on corrupt besides watching my moves."" He said that aim of his 'moves' is to create a non-violent, casteless and classless society. Replying to remarks made by some politicians that spiritual gurus are should keep away from politics, he said that the job of spiritual gurus is not to indulge in politics but to awake public conscience through spirituality and help people in reforming society and politics. He said making law is the duty of the government but the responsibility of changing the society and making people stand up against corruption lies with spiritual gurus, civil society and media.  Ravishankar said that his satsangs are not against corruption alone but also against alcoholism, female foeticide and all the ills prevailing in the society. He said that though he feels that there should be a strong Lokpal at the Centre and equally strong Lokayuktas in the states, he is also of the view that corruption will end only when we all will change. "
Alcoholics Anonymous turned their lives around,TNN,"Jun 12, 2003, 00:22 IST","CHANDIGARH: ""Every morning I would wake up with a sense of guilt make a resolution only to break it in the evening and fall back to drinking not once admitting that I was an alcoholic. I did not like anyone lecturing me. No doctors helped, no medicines either because no one realised I had a disease.""Sharan (name changed), like many others, suffered from alcoholism but hated someone telling him it was enough. Had it not been for ''Alcoholics Anonymous'', a voluntary worldwide fellowship of men and women from all walks of life, he would not have been alive perhaps.Marking the foundation day of the organisation on Tuesday evening, several others like Sharan got together at Shivalik Public School to express their gratitude to each other and to the founders for having discovered such an ''interactive'' approach to solve their problems.Started by two ''hopeless drunks'', Bill Wilson and Bob Smith, in the United States in 1935, the organisation has today 21,00,000 members in more than 150 countries working on the principle of anonymity of the members. A self-sustaining body it offers free membership to anyone who walks in and admits ''I am an alcoholic''.No advices, no peals of wisdom, all one has to do is share one''s experiences. It gives one immense courage and relief when a fellow member relates how giving up drinking has changed him.""It was only after coming here that I realised that most of my fears were unfounded as talking to the other members convinced me that I would not die of sleeplessness as earlier I feared without drinking I would be unable to sleep,"" says Avinash (name changed) who also sees a positive change in his life after joining the fellowship.""It has given him a new lease of life. People treated me like a leaper, my wife divorced me, my children left me, I lost my job and at one point of time I only lived on money that my friends would sometimes lend me out of pity. But coming here has changed my life. It''s a miracle. I not only have more strength to control myself but my wife and children have also accepted me back,"" he said.Each member here lives for the day. ""For us yesterday is history and tomorrow a mystery. I just have to admit that I have not taken a drink today and this way each day is a new day and everyday I make a new promise,"" says a member. Believing in the principle of trusting a supreme being, the members believe that a power greater than them only could restore them to sanity.Gearing up for the general service conference scheduled to be held in November in the city, which would have members from all over the world coming in for an interactive session, the members are hopeful that their message that alcoholism is a disease that cannot be cured but only arrested would help many more to overcome their alcoholism.Having realised the trauma of having to live with an alcoholic, the members work closely with another body ''Al-Anon'', a fellowship of the families and friends of those who have to cope up with alcoholics. "
